construction_opaque_id,surface_type,construction_type_name,author,old_type_code,intended_surface_type,standards_construction_type,type_index,climate_zone,rsi_k_m2_per_w,description,material_opaque_id_layers,material_desciptions,Code
150,WALLS,BTAP-ExteriorWall-WoodFramed-2,BTAP,3,ExteriorWall,WoodFramed,2,Zone 8,5.46,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" EPS EIFS","1,138,3,53,100,5,12","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
Isoboard, 1.5 in thick RSI 1.48
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Polymer  EIFS with 2 in EPS and finish
",NECB_2011
151,WALLS,BTAP-ExteriorWall-WoodFramed-3,BTAP,4,ExteriorWall,WoodFramed,3,Zone 4,3.18,"Wood Framed 2"" x6"", 16 "" O.C. with 1 "" x 8"" vinyl siding","1,138,3,4,5,6,14,141,15","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 5"" thick, 15"" wide, RSI 3.36
plywood sheathing, CDX, 0.5 in, pneumatic nailer
weather barrier, spunbonded polyethylene
vinyl siding, clapboard profile, woodgrain texture, 0.048 "" thick, 8"" width
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
aluminum flashing, mill finish. 0.013 "" thick
",NECB_2011
152,WALLS,BTAP-ExteriorWall-WoodFramed-3,BTAP,4,ExteriorWall,WoodFramed,3,Zone 5,3.6,"Wood Framed 2"" x6"", 16 "" O.C. with 1 "" x 8"" vinyl siding","1,138,3,53,5,6,14,141,15","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
weather barrier, spunbonded polyethylene
vinyl siding, clapboard profile, woodgrain texture, 0.048 "" thick, 8"" width
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
aluminum flashing, mill finish. 0.013 "" thick
",NECB_2011
153,WALLS,BTAP-ExteriorWall-WoodFramed-3,BTAP,4,ExteriorWall,WoodFramed,3,Zone 6,4.05,"Wood Framed 2"" x6"", 16 "" O.C. with 1 "" x 8"" vinyl siding","1,138,3,53,5,54,6,14,141,15","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
0.5"" Isoboard, 4 x 8 sheet, foil faced (RSI 0.48)
weather barrier, spunbonded polyethylene
vinyl siding, clapboard profile, woodgrain texture, 0.048 "" thick, 8"" width
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
aluminum flashing, mill finish. 0.013 "" thick
",NECB_2011
154,WALLS,BTAP-ExteriorWall-WoodFramed-3,BTAP,4,ExteriorWall,WoodFramed,3,Zone 7A,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 1 "" x 8"" vinyl siding","1,138,3,53,5,56,6,14,141,15","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
vinyl siding, clapboard profile, woodgrain texture, 0.048 "" thick, 8"" width
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
aluminum flashing, mill finish. 0.013 "" thick
",NECB_2011
155,WALLS,BTAP-ExteriorWall-WoodFramed-3,BTAP,4,ExteriorWall,WoodFramed,3,Zone 7B,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 1 "" x 8"" vinyl siding","1,138,3,53,5,56,6,14,141,15","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
vinyl siding, clapboard profile, woodgrain texture, 0.048 "" thick, 8"" width
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
aluminum flashing, mill finish. 0.013 "" thick
",NECB_2011
156,WALLS,BTAP-ExteriorWall-WoodFramed-3,BTAP,4,ExteriorWall,WoodFramed,3,Zone 8,5.46,"Wood Framed 2"" x6"", 16 "" O.C. with 1 "" x 8"" vinyl siding","1,138,3,53,5,67,6,14,141,15","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard sheathing, 2"" thick RSI 1.93
weather barrier, spunbonded polyethylene
vinyl siding, clapboard profile, woodgrain texture, 0.048 "" thick, 8"" width
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
aluminum flashing, mill finish. 0.013 "" thick
",NECB_2011
157,WALLS,BTAP-ExteriorWall-WoodFramed-4,BTAP,5,ExteriorWall,WoodFramed,4,Zone 4,3.18,"Wood Framed 2"" x6"", 16 "" O.C. with 12"" painted metal siding","1,138,3,4,5,6,16,17,18,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 5"" thick, 15"" wide, RSI 3.36
plywood sheathing, CDX, 0.5 in, pneumatic nailer
weather barrier, spunbonded polyethylene
metal decking strips, galvanized, 18 gauge
10 yr finish metal siding, 24 gauge, 0.0239 "" thick with fasteners
aluminum closure strips, mill finish. 0.032 "" thick
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
158,WALLS,BTAP-ExteriorWall-WoodFramed-4,BTAP,5,ExteriorWall,WoodFramed,4,Zone 5,3.6,"Wood Framed 2"" x6"", 16 "" O.C. with 12"" painted metal siding","1,138,3,53,5,6,16,17,18,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
weather barrier, spunbonded polyethylene
metal decking strips, galvanized, 18 gauge
10 yr finish metal siding, 24 gauge, 0.0239 "" thick with fasteners
aluminum closure strips, mill finish. 0.032 "" thick
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
159,WALLS,BTAP-ExteriorWall-WoodFramed-4,BTAP,5,ExteriorWall,WoodFramed,4,Zone 6,4.05,"Wood Framed 2"" x6"", 16 "" O.C. with 12"" painted metal siding","1,138,3,43,5,56,6,16,17,18,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
fibreglass batts, 6 in thick RSI 3.35
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
metal decking strips, galvanized, 18 gauge
10 yr finish metal siding, 24 gauge, 0.0239 "" thick with fasteners
aluminum closure strips, mill finish. 0.032 "" thick
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
160,WALLS,BTAP-ExteriorWall-WoodFramed-4,BTAP,5,ExteriorWall,WoodFramed,4,Zone 7A,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 12"" painted metal siding","1,138,3,53,5,56,6,16,17,18,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
metal decking strips, galvanized, 18 gauge
10 yr finish metal siding, 24 gauge, 0.0239 "" thick with fasteners
aluminum closure strips, mill finish. 0.032 "" thick
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
161,WALLS,BTAP-ExteriorWall-WoodFramed-4,BTAP,5,ExteriorWall,WoodFramed,4,Zone 7B,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 12"" painted metal siding","1,138,3,53,5,56,6,16,17,18,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
metal decking strips, galvanized, 18 gauge
10 yr finish metal siding, 24 gauge, 0.0239 "" thick with fasteners
aluminum closure strips, mill finish. 0.032 "" thick
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
162,WALLS,BTAP-ExteriorWall-WoodFramed-4,BTAP,5,ExteriorWall,WoodFramed,4,Zone 8,5.46,"Wood Framed 2"" x6"", 16 "" O.C. with 12"" painted metal siding","1,138,3,53,5,67,6,16,17,18,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard sheathing, 2"" thick RSI 1.93
weather barrier, spunbonded polyethylene
metal decking strips, galvanized, 18 gauge
10 yr finish metal siding, 24 gauge, 0.0239 "" thick with fasteners
aluminum closure strips, mill finish. 0.032 "" thick
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
163,WALLS,BTAP-ExteriorWall-WoodFramed-5,BTAP,6,ExteriorWall,WoodFramed,5,Zone 4,3.18,"Wood Framed 2"" x6"", 16 "" O.C. with 4"" brick standard face veneer","1,138,3,43,5,6,20,21,139,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
fibreglass batts, 6 in thick RSI 3.35
plywood sheathing, CDX, 0.5 in, pneumatic nailer
weather barrier, spunbonded polyethylene
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
164,WALLS,BTAP-ExteriorWall-WoodFramed-5,BTAP,6,ExteriorWall,WoodFramed,5,Zone 5,3.6,"Wood Framed 2"" x6"", 16 "" O.C. with 4"" brick standard face veneer","1,138,3,53,5,6,20,21,139,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
weather barrier, spunbonded polyethylene
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
165,WALLS,BTAP-ExteriorWall-WoodFramed-5,BTAP,6,ExteriorWall,WoodFramed,5,Zone 6,4.05,"Wood Framed 2"" x6"", 16 "" O.C. with 4"" brick standard face veneer","1,138,3,53,5,158,6,20,21,139,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
XPS, 3/4"" RSI 0.501
weather barrier, spunbonded polyethylene
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
166,WALLS,BTAP-ExteriorWall-WoodFramed-5,BTAP,6,ExteriorWall,WoodFramed,5,Zone 7A,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 4"" brick standard face veneer","1,138,3,53,5,150,158,6,20,21,139,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
weather barrier, spunbonded polyethylene
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
168,WALLS,BTAP-ExteriorWall-WoodFramed-5,BTAP,6,ExteriorWall,WoodFramed,5,Zone 8,5.46,"Wood Framed 2"" x6"", 16 "" O.C. with 4"" brick standard face veneer","1,138,3,53,5,158,40,6,20,21,139,141","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
XPS, 3/4"" RSI 0.501
XPS, 25 PSI, 2"" RSI 1.76
weather barrier, spunbonded polyethylene
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
169,SLAB,BTAP-GroundContactFloor-Unheated-1,BTAP,1,GroundContactFloor,Unheated,1,Zone 4,1.32,"6 "" Concrete Reinforced Slab on Grade","123,124,125,126,127,128,129,130,131,132,133","Concrete forms, wooden, erecting, bracing, stripping, cleaning
Expansion joint, premolded bituminous fiber
Welded wire, 6 x 6 sheets, 30 lbs/ft2
Structural concrete, ready mix 3500 psi, local aggregate, Type 1 Portland cement, no additives
Structural concrete, placing, slab on grade, direct chute, over 6\"" thick, includes leveling 
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4
Concrete surface treatment, sprayed membrane
Vapur barrier, polyethylene 6 mil
Fine grading, finish grading, small area, to be paved with grader
Fill, gravel fill, compacted, under floor slabs, 4\"" deep
Isoboard, 38 mm RSI 1.44
",NECB_2011
174,SLAB,BTAP-GroundContactFloor-Unheated-1,BTAP,1,GroundContactFloor,Unheated,1,Zone 8,2.64,"6 "" Concrete Reinforced Slab on Grade","123,124,125,126,127,128,129,130,131,132,134","Concrete forms, wooden, erecting, bracing, stripping, cleaning
Expansion joint, premolded bituminous fiber
Welded wire, 6 x 6 sheets, 30 lbs/ft2
Structural concrete, ready mix 3500 psi, local aggregate, Type 1 Portland cement, no additives
Structural concrete, placing, slab on grade, direct chute, over 6\"" thick, includes leveling 
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4
Concrete surface treatment, sprayed membrane
Vapur barrier, polyethylene 6 mil
Fine grading, finish grading, small area, to be paved with grader
Fill, gravel fill, compacted, under floor slabs, 4\"" deep
XPS, 3"" 2.64
",NECB_2011
175,BG-ROOF,BTAP-GroundContactRoof-Mass-1,BTAP,1,GroundContactRoof,Mass,1,Zone 4,1.76,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Exterior Insulation","40,109,110,111,112,113,144,143,114","XPS, 25 PSI, 2"" RSI 1.76
Roof Insulation fastening, 4"" screws
C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
",NECB_2011
176,BG-ROOF,BTAP-GroundContactRoof-Mass-1,BTAP,1,GroundContactRoof,Mass,1,Zone 5,2.64,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Exterior Insulation","80,109,110,111,112,113,144,143,114","XPS, 25 PSI, 3"" RSI 2.64
Roof Insulation fastening, 4"" screws
C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
",NECB_2011
177,BG-ROOF,BTAP-GroundContactRoof-Mass-1,BTAP,1,GroundContactRoof,Mass,1,Zone 6,3.52,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Exterior Insulation","40,40,109,110,111,112,113,144,143,114","XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Roof Insulation fastening, 4"" screws
C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
",NECB_2011
178,BG-ROOF,BTAP-GroundContactRoof-Mass-1,BTAP,1,GroundContactRoof,Mass,1,Zone 7A,3.52,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Exterior Insulation","40,40,109,110,111,112,113,144,143,114","XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Roof Insulation fastening, 4"" screws
C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
",NECB_2011
179,BG-ROOF,BTAP-GroundContactRoof-Mass-1,BTAP,1,GroundContactRoof,Mass,1,Zone 7B,3.52,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Exterior Insulation","40,40,109,110,111,112,113,144,143,114","XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Roof Insulation fastening, 4"" screws
C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
",NECB_2011
180,BG-ROOF,BTAP-GroundContactRoof-Mass-1,BTAP,1,GroundContactRoof,Mass,1,Zone 8,4.76,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Exterior Insulation","40,40,40,109,110,111,112,113,144,143,114","XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Roof Insulation fastening, 4"" screws
C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
",NECB_2011
181,BG-ROOF,BTAP-GroundContactRoof-Mass-2,BTAP,2,GroundContactRoof,Mass,2,Zone 4,1.76,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Interior Insulation","110,111,112,113,144,143,114,40,109,115","C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
XPS, 25 PSI, 2"" RSI 1.76
Roof Insulation fastening, 4"" screws
Sprayed fireproofing, vermiculite cement, 0.25""
",NECB_2011
182,BG-ROOF,BTAP-GroundContactRoof-Mass-2,BTAP,2,GroundContactRoof,Mass,2,Zone 5,2.64,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Interior Insulation","110,111,112,113,144,143,114,80,109,115","C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
XPS, 25 PSI, 3"" RSI 2.64
Roof Insulation fastening, 4"" screws
Sprayed fireproofing, vermiculite cement, 0.25""
",NECB_2011
183,BG-ROOF,BTAP-GroundContactRoof-Mass-2,BTAP,2,GroundContactRoof,Mass,2,Zone 6,3.52,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Interior Insulation","110,111,112,113,144,143,114,42,109,115","C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
XPS, 25 PSI, 2 sheets of 2"" RSI 1.76 each total 4"" RSI 3.52
Roof Insulation fastening, 4"" screws
Sprayed fireproofing, vermiculite cement, 0.25""
",NECB_2011
184,BG-ROOF,BTAP-GroundContactRoof-Mass-2,BTAP,2,GroundContactRoof,Mass,2,Zone 7A,3.52,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Interior Insulation","110,111,112,113,144,143,114,42,109,115","C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
XPS, 25 PSI, 2 sheets of 2"" RSI 1.76 each total 4"" RSI 3.52
Roof Insulation fastening, 4"" screws
Sprayed fireproofing, vermiculite cement, 0.25""
",NECB_2011
185,BG-ROOF,BTAP-GroundContactRoof-Mass-2,BTAP,2,GroundContactRoof,Mass,2,Zone 7B,3.52,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Interior Insulation","110,111,112,113,144,143,114,42,109,115","C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
XPS, 25 PSI, 2 sheets of 2"" RSI 1.76 each total 4"" RSI 3.52
Roof Insulation fastening, 4"" screws
Sprayed fireproofing, vermiculite cement, 0.25""
",NECB_2011
