template,building_type,space_type,min_stories,max_stories,w_per_m2,Fixture_type_less_than_7.88ft_ht,Fixture_type_7.88_to_15.75ft_ht,Fixture_type_greater_than_>15.75ft_ht,Lux,Type
NECB 2011,Space Function,Corr. < 2.4m wide-sch-F,1,999,8.4,29,38,49,150,LED
NECB 2011,Space Function,Corr. < 2.4m wide-sch-G,1,999,8.4,29,38,49,150,LED
NECB 2011,Space Function,Corr. < 2.4m wide-sch-H,1,999,8.4,29,38,49,150,LED
NECB 2011,Space Function,Corr. < 2.4m wide-sch-I,1,999,8.4,29,38,49,150,LED
NECB 2011,Space Function,Dining - other,1,1,7.0,30,37,55,200,LED
NECB 2011,Space Function,Dining - bar lounge/leisure,1,1,14.1,22,38,49,100,LED
NECB 2011,Space Function,Dining - family space,1,1,9.6,30,37,55,200,LED
NECB 2011,Space Function,Dress./fitt. - performance arts,1,1,4.3,30,37,48,250,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-A,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-B,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-C,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-D,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-E,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-F,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-G,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-H,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Electrical/Mechanical-sch-I,1,1,13.4,28,45,47,350,LED
NECB 2011,Space Function,Food preparation,1,1,10.7,25,39,53,500,LED
NECB 2011,Space Function,Lab - classrooms,1,1,17.2,25,39,46,500,LED
NECB 2011,Space Function,Lab - research,1,1,23.6,26,41,53,650,LED
NECB 2011,Space Function,Lobby - other,1,999,10.8,30,38,49,150,LED
NECB 2011,Space Function,Lobby - elevator,1,999,6.9,30,37,55,200,LED
NECB 2011,Space Function,Lobby - performance arts,1,999,21.5,30,37,48,200,LED
NECB 2011,Space Function,Lobby - motion picture,1,999,5.6,30,38,49,150,LED
NECB 2011,Space Function,Locker room-sch-A,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-B,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-C,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-D,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-E,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-F,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-G,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-H,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Locker room-sch-I,1,1,9.8,29,38,49,100,LED
NECB 2011,Space Function,Lounge/recreation,1,1,9.4,22,24,49,150,LED
NECB 2011,Space Function,Washroom-sch-A,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-B,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-C,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-D,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-E,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-F,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-G,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-H,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Washroom-sch-I,1,1,10.5,22,38,49,150,LED
NECB 2011,Space Function,Sales Area,1,1,18.1,25,39,46,500,LED
NECB 2011,Space Function,Stairway-sch-A,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-B,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-C,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-D,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-E,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-F,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-G,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-H,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Stairway-sch-I,1,1,7.4,29,38,49,150,LED
NECB 2011,Space Function,Storage area,1,1,6.8,29,44,49,100,LED
NECB 2011,Space Function,Workshop space,1,1,17.1,25,39,46,500,LED
NECB 2011,Space Function,Automotive - repair,1,1,7.2,56,44,54,500,LED
NECB 2011,Space Function,Bank - banking and offices,1,1,14.9,21,39,47,400,LED
NECB 2011,Space Function,Convention centre - audience,1,1,8.8,21,23,47,350,LED
NECB 2011,Space Function,Convention centre - exhibit,1,1,17.2,25,39,46,500,LED
NECB 2011,Space Function,Courthouse - courtroom,1,1,18.5,25,23,47,400,LED
NECB 2011,Space Function,Courthouse - cell,1,1,14.8,21,23,47,400,LED
NECB 2011,Space Function,Courthouse - chambers,1,1,12.6,25,23,47,400,LED
NECB 2011,Space Function,Penitentiary - audience,1,1,4.6,21,24,48,250,LED
NECB 2011,Space Function,Penitentiary - classroom,1,1,14.4,21,23,47,400,LED
NECB 2011,Space Function,Penitentiary - dining,1,1,11.5,30,37,55,200,LED
NECB 2011,Space Function,Dormitory - living quarters,1,1,4.1,22,24,55,125,LED
NECB 2011,Space Function,Dwelling Unit(s),1,4,5.0,22,24,55,125,LED
NECB 2011,Space Function,Dwelling Unit(s),5,999,5.0,22,24,55,125,LED
NECB 2011,Space Function,Fire station - engine room,1,1,6.0,28,45,47,350,LED
NECB 2011,Space Function,Fire station - quarters,1,1,3.4,22,24,49,150,LED
NECB 2011,Space Function,Gym - fitness,1,1,9.8,21,39,47,350,LED
NECB 2011,Space Function,Gym - audience,1,1,4.6,21,23,47,350,LED
NECB 2011,Space Function,Gym - play,1,1,12.9,21,39,47,350,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-A,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-B,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-C,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-D,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-E,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-F,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-G,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-H,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. >= 2.4m-sch-I,1,1,9.6,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-A,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-B,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-C,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-D,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-E,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-F,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-G,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-H,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital corr. < 2.4m-sch-I,1,1,11.7,30,38,49,150,LED
NECB 2011,Space Function,Hospital - emergency,1,1,24.3,26,41,53,600,LED
NECB 2011,Space Function,Hospital - exam,1,1,17.9,26,41,53,600,LED
NECB 2011,Space Function,Hospital - laundry/washing,1,1,8.0,28,39,55,350,LED
NECB 2011,Space Function,Hospital - lounge/recreation,1,1,11.5,22,24,49,150,LED
NECB 2011,Space Function,Hospital - medical supply,1,1,13.7,25,39,46,400,LED
NECB 2011,Space Function,Hospital - nursery,1,1,9.5,25,23,47,400,LED
NECB 2011,Space Function,Hospital - nurses station,1,1,9.4,25,23,47,400,LED
NECB 2011,Space Function,Hospital - operating room,1,1,20.3,27,42,51,1000,LED
NECB 2011,Space Function,Hospital - patient room,1,1,6.7,21,23,47,400,LED
NECB 2011,Space Function,Hospital - pharmacy,1,1,12.3,25,23,47,400,LED
NECB 2011,Space Function,Hospital - physical therapy,1,1,9.8,21,23,47,350,LED
NECB 2011,Space Function,Hospital - radiology/imaging,1,1,14.2,21,40,48,225,LED
NECB 2011,Space Function,Hospital - recovery,1,1,12.4,21,23,48,250,LED
NECB 2011,Space Function,Hotel/Motel - dining,1,1,8.8,30,37,55,200,LED
NECB 2011,Space Function,Hotel/Motel - rooms,1,1,11.9,22,24,55,200,LED
NECB 2011,Space Function,Hotel/Motel - rooms,2,4,11.9,22,24,55,200,LED
NECB 2011,Space Function,Hotel/Motel - rooms,5,999,11.9,22,24,55,200,LED
NECB 2011,Space Function,Hotel/Motel - lobby,1,1,11.4,30,40,55,250,LED
NECB 2011,Space Function,Hotel/Motel - lobby,2,999,11.4,30,40,55,250,LED
NECB 2011,Space Function,Hway lodging - dining,1,999,9.5,30,37,55,200,LED
NECB 2011,Space Function,Hway lodging - rooms,1,1,8.1,22,24,55,200,LED
NECB 2011,Space Function,Hway lodging - rooms,2,4,8.1,22,24,55,200,LED
NECB 2011,Space Function,Hway lodging - rooms,5,999,8.1,22,24,55,200,LED
NECB 2011,Space Function,Library - reading,1,1,10.0,25,39,55,500,LED
NECB 2011,Space Function,Library - reading,2,999,10.0,25,39,55,500,LED
NECB 2011,Space Function,Library - stacks,1,1,22.9,25,39,55,500,LED
NECB 2011,Space Function,Library - stacks,2,999,22.9,25,39,55,500,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-A,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-B,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-C,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-D,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-E,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-F,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-G,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-H,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. >= 2.4m-sch-I,1,1,4.4,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-A,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-B,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-C,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-D,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-E,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-F,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-G,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-H,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - corr. < 2.4m-sch-I,1,1,5.5,21,39,47,350,LED
NECB 2011,Space Function,Mfg - detailed,1,1,13.9,33,41,53,600,LED
NECB 2011,Space Function,Mfg - equipment,1,1,13.4,33,41,53,600,LED
NECB 2011,Space Function,Mfg - bay H > 15m,1,1,11.3,28,39,46,400,LED
NECB 2011,Space Function,Mfg - 7.5 <= bay H <= 15m,1,1,13.2,28,39,46,400,LED
NECB 2011,Space Function,Mfg - bay H < 7.5m,1,1,12.8,28,39,46,400,LED
NECB 2011,Space Function,Museum - exhibition,1,1,11.3,21,40,48,250,LED
NECB 2011,Space Function,Museum - restoration,1,1,11.0,26,41,53,600,LED
NECB 2011,Space Function,Parking garage space,1,1,2.0,1,6,9,,
NECB 2011,Space Function,Post office sorting,1,1,10.1,21,23,47,400,LED
NECB 2011,Space Function,Religious - audience seating,1,1,18.2,22,38,49,150,LED
NECB 2011,Space Function,Religious - fellowship hall,1,1,6.9,21,24,48,250,LED
NECB 2011,Space Function,Religious - pulpit/choir,1,1,18.2,21,24,48,250,LED
NECB 2011,Space Function,Retail - dressing/fitting,1,1,9.4,21,24,47,350,LED
NECB 2011,Space Function,Retail - mall concourse,1,1,11.8,31,39,46,400,LED
NECB 2011,Space Function,Retail - sales,1,1,18.1,25,39,46,500,LED
NECB 2011,Space Function,Sports arena - audience seating,1,1,4.6,22,38,49,150,LED
NECB 2011,Space Function,Sports arena - court c4,1,1,7.8,32,39,46,500,LED
NECB 2011,Space Function,Sports arena - court c3,1,1,12.9,34,42,52,800,LED
NECB 2011,Space Function,Sports arena - court c2,1,1,20.7,35,42,51,1000,LED
NECB 2011,Space Function,Sports arena - court c1,1,1,32.4,36,43,50,1600,LED
NECB 2011,Space Function,Sports arena - ring,1,1,28.2,32,39,46,500,LED
NECB 2011,Space Function,Transp. baggage,1,1,10.8,30,37,48,250,LED
NECB 2011,Space Function,Transp. concourse,1,1,9.7,30,38,49,150,LED
NECB 2011,Space Function,Transp. - seating area,1,1,5.8,22,38,49,150,LED
NECB 2011,Space Function,Transp. counter,1,1,11.6,30,37,48,250,LED
NECB 2011,Space Function,Warehouse - fine,1,1,10.2,30,37,48,300,LED
NECB 2011,Space Function,Warehouse - med/blk,1,1,6.3,30,37,48,200,LED
NECB 2011,Space Function,Warehouse - med/blk2,1,1,10.2,30,37,48,200,LED
NECB 2011,Space Function,- undefined -,1,1,0.0,Nil,Nil,Nil,Nil,Nil
NECB 2011,Space Function,Food preparation - vented,1,1,10.7,25,39,53,500,LED
NECB 2011,Space Function,Hospital - medical supply - occsens,1,1,12.33,25,39,46,400,LED
NECB 2011,Space Function,Storage area - occsens,1,1,6.12,29,44,49,100,LED
NECB 2011,Space Function,Storage area - refrigerated,1,1,6.12,29,44,49,100,LED
NECB 2011,Space Function,Storage area - refrigerated - occsens,1,1,6.12,29,44,49,100,LED
NECB 2011,Space Function,Warehouse - fine - refrigerated,1,1,10.2,30,37,48,300,LED
NECB 2011,Space Function,Warehouse - med/blk - refrigerated,1,1,6.3,30,37,48,200,LED
NECB 2011,Space Function,Warehouse - med/blk2 - refrigerated,1,1,6.3,30,37,48,200,LED
NECB 2011,Space Function,Office - enclosed,1,2,11.9,21,23,47,400,LED
NECB 2011,Space Function,Office - enclosed,3,999,11.9,21,23,47,400,LED
NECB 2011,Space Function,Office - open plan,1,2,11.0,21,23,47,400,LED
NECB 2011,Space Function,Office - open plan,3,999,11.0,21,23,47,400,LED
NECB 2011,Space Function,Office - enclosed - occsens,1,2,10.71,21,23,47,400,LED
NECB 2011,Space Function,Office - enclosed - occsens,3,999,10.71,21,23,47,400,LED
NECB 2015,Automotive facility,WholeBuilding,1,1,8.6,1,7,9,400,CFL
NECB 2015,Convention centre,WholeBuilding,1,1,10.9,2,7,10,300,CFL
NECB 2015,Courthouse,WholeBuilding,1,1,10.9,2,9,10,400,CFL
NECB 2015,Dining - bar lounge/leisure,WholeBuilding,1,1,10.9,2,7,17,125,CFL
NECB 2015,Dining - cafeteria/fast food,WholeBuilding,1,1,9.7,2,7,17,300,CFL
NECB 2015,Dining - family,WholeBuilding,1,1,10.2,2,7,17,300,CFL
NECB 2015,Dormitory,WholeBuilding,1,4,6.1,1,7,17,100,CFL
NECB 2015,Dormitory,WholeBuilding,5,999,6.1,1,7,9,100,CFL
NECB 2015,Exercise centre,WholeBuilding,1,1,9.0,2,9,9,350,CFL
NECB 2015,Fire station,WholeBuilding,1,1,7.2,1,9,9,400,CFL
NECB 2015,Gymnasium,WholeBuilding,1,1,10.1,2,9,9,500,CFL
NECB 2015,Health care clinic,WholeBuilding,1,2,9.7,1,7,9,600,CFL
NECB 2015,Health care clinic,WholeBuilding,3,999,9.7,1,7,9,600,CFL
NECB 2015,Hospital,WholeBuilding,1,1,11.3,2,7,10,350,CFL
NECB 2015,Hotel/Motel,WholeBuilding,1,4,9.4,2,7,9,150,CFL
NECB 2015,Hotel/Motel,WholeBuilding,5,999,9.4,2,7,9,150,CFL
NECB 2015,Library,WholeBuilding,1,2,12.8,2,7,18,500,CFL
NECB 2015,Library,WholeBuilding,3,999,12.8,2,7,18,500,CFL
NECB 2015,Long-term care - dwelling units,WholeBuilding,1,4,5.5,1,6,9,400,CFL
NECB 2015,Long-term care - dwelling units,WholeBuilding,5,999,5.5,1,6,9,400,CFL
NECB 2015,Long-term care - other,WholeBuilding,1,4,5.5,1,6,9,400,CFL
NECB 2015,Long-term care - other,WholeBuilding,5,999,5.5,1,6,9,400,CFL
NECB 2015,Manufacturing facility,WholeBuilding,1,1,12.6,2,9,14,450,CFL
NECB 2015,Motion picture theatre,WholeBuilding,1,1,8.2,2,7,17,150,CFL
NECB 2015,Multi-unit residential building,WholeBuilding,1,4,5.5,1,6,9,125,CFL
NECB 2015,Multi-unit residential building,WholeBuilding,5,999,5.5,1,6,9,125,CFL
NECB 2015,Museum,WholeBuilding,1,1,11.0,2,17,17,100,CFL
NECB 2015,Museum,WholeBuilding,3,999,11.0,2,17,17,100,CFL
NECB 2015,Office,WholeBuilding,1,2,8.8,2,7,9,400,CFL
NECB 2015,Office,WholeBuilding,3,999,8.8,2,7,9,400,CFL
NECB 2015,Penitentiary,WholeBuilding,1,1,8.7,2,7,9,250,CFL
NECB 2015,Performing arts theatre,WholeBuilding,1,1,14.9,2,7,14,250,CFL
NECB 2015,Police station,WholeBuilding,1,1,9.4,2,9,9,400,CFL
NECB 2015,Post office,WholeBuilding,1,2,9.4,1,7,9,400,CFL
NECB 2015,Post office,WholeBuilding,3,999,9.4,1,7,9,400,CFL
NECB 2015,Religious building ,WholeBuilding,1,1,10.8,2,7,18,250,CFL
NECB 2015,Retail area,WholeBuilding,1,2,13.5,2,7,18,450,CFL
NECB 2015,Retail area,WholeBuilding,3,999,13.5,2,7,18,450,CFL
NECB 2015,School/university,WholeBuilding,1,4,9.4,2,7,17,400,CFL
NECB 2015,School/university,WholeBuilding,5,999,9.4,2,7,17,400,CFL
NECB 2015,Sports arena,WholeBuilding,1,1,9.8,2,7,9,400,CFL
NECB 2015,Storage garage,WholeBuilding,1,1,2.3,1,7,17,75,CFL
NECB 2015,Town hall,WholeBuilding,1,4,9.6,2,7,17,400,CFL
NECB 2015,Town hall,WholeBuilding,5,999,9.6,2,7,17,400,CFL
NECB 2015,Transportation facility,WholeBuilding,1,4,7.5,1,9,9,225,CFL
NECB 2015,Transportation facility,WholeBuilding,5,999,7.5,1,9,9,225,CFL
NECB 2015,Warehouse,WholeBuilding,1,1,7.1,1,9,9,150,CFL
NECB 2015,Workshop,WholeBuilding,1,1,12.8,2,7,9,500,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-A,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-B,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-C,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-D,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-E,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-F,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-G,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-H,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-I,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-J,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height < 6m)-sch-K,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-A,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-B,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-C,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-D,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-E,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-F,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-G,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-H,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-I,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-J,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (6 =< height <= 12m)-sch-K,1,1,,4,7,17,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-A,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-B,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-C,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-D,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-E,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-F,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-G,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-H,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-I,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-J,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Atrium (height > 12m)-sch-K,1,1,,4,17,13,250,CFL
NECB 2015,Space Function,Audience seating area permanent - auditorium,1,1,6.8,1,7,9,100,CFL
NECB 2015,Space Function,Audience seating area permanent - auditorium,2,999,6.8,1,7,9,100,CFL
NECB 2015,Space Function,Audience seating area permanent - convention centre,1,1,8.9,2,7,13,350,CFL
NECB 2015,Space Function,Audience seating area permanent - gymnasium,1,1,7.0,1,7,13,350,CFL
NECB 2015,Space Function,Audience seating area permanent - motion picture theatre,1,1,12.3,2,7,14,250,CFL
NECB 2015,Space Function,Audience seating area permanent - penitentiary,1,1,3.0,1,6,9,250,CFL
NECB 2015,Space Function,Audience seating area permanent - performing arts theatre,1,1,26.2,4,8,19,250,CFL
NECB 2015,Space Function,Audience seating area permanent - religious building,1,1,16.5,2,8,18,150,CFL
NECB 2015,Space Function,Audience seating area permanent - sports arena,1,1,4.6,1,6,17,150,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-A,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-B,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-C,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-D,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-E,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-F,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-G,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-H,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-I,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-J,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Audience seating area permanent - other-sch-K,1,1,4.6,1,6,17,100,CFL
NECB 2015,Space Function,Banking activity area and offices,1,1,10.9,2,7,18,400,CFL
NECB 2015,Space Function,Classroom/Lecture hall/Training room - Penitentary,1,1,14.5,2,7,18,400,CFL
NECB 2015,Space Function,Classroom/Lecture hall/Training room other,1,1,13.4,2,7,18,400,CFL
NECB 2015,Space Function,Classroom/Lecture hall/Training room other,2,999,13.4,2,7,18,400,CFL
NECB 2015,Space Function,Computer/Server room-sch-A,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-B,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-C,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-D,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-E,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-F,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-G,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-H,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-I,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-J,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Computer/Server room-sch-K,1,999,18.4,3,8,18,350,CFL
NECB 2015,Space Function,Conference/Meeting/Multi-purpose room,1,1,13.3,2,7,14,350,CFL
NECB 2015,Space Function,Conference/Meeting/Multi-purpose room,2,999,13.3,2,7,14,350,CFL
NECB 2015,Space Function,Confinement cell,1,999,8.8,2,7,18,400,CFL
NECB 2015,Space Function,Copy/Print room,1,999,7.8,1,7,17,400,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-A,1,1,10.7,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-B,1,1,10.7,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-C,1,1,10.7,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-D,1,1,10.7,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-E,1,1,10.7,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-F,1,1,10.7,2,7,17,150,CFL
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-G,1,1,10.7,2,7,17,150,CFL
